"","INSEE_COM","Annee","Nb_mutations","NbMaisons","NbApparts","PrixMoyen","Prixm2Moyen","SurfaceMoy"
"943","02643","2021",7,7,0,172000,1582,113
"944","02644","2021",9,9,0,199762.222222222,1570.33333333333,129.555555555556
"945","02645","2021",4,4,0,126125,1508.75,99.75
"946","02647","2021",4,4,0,110000,1003.5,137.25
"947","02648","2021",26,26,0,96096.1538461538,1033.03846153846,91.1538461538462
"948","02649","2021",9,9,0,174357.777777778,1269.88888888889,142.444444444444
"949","02650","2021",4,4,0,83750,811,125.5
"950","02651","2021",1,1,0,85000,773,110
"951","02652","2021",2,2,0,128750,1278,99.5
"952","02653","2021",11,11,0,153772.727272727,1645.63636363636,104.545454545455
"953","02655","2021",1,1,0,230000,1983,116
"954","02656","2021",13,13,0,140842.307692308,1578.38461538462,91.5384615384615
"955","02657","2021",1,1,0,48000,667,72
"956","02658","2021",3,3,0,144333.333333333,1068.66666666667,144
"957","02659","2021",10,10,0,173395,1790.1,97.5
"958","02660","2021",1,1,0,175000,1400,125
"959","02661","2021",2,2,0,127000,2185.5,56
"960","02662","2021",8,8,0,113593.75,1389,83.75
"961","02663","2021",3,3,0,229666.666666667,2228,97.6666666666667
"962","02664","2021",2,2,0,155500,1218.5,128.5
"963","02665","2021",3,3,0,130966.666666667,1203.33333333333,107.666666666667
"964","02666","2021",8,8,0,73225,881.25,89.875
"965","02667","2021",2,2,0,155000,1597,97
"966","02668","2021",4,4,0,48660,660,72
"967","02670","2021",2,2,0,43650,376,115
"968","02671","2021",4,4,0,89675,947.75,100
"969","02672","2021",3,3,0,268266.666666667,1895,140
"970","02673","2021",6,6,0,168166.666666667,1437.16666666667,128
"971","02674","2021",2,2,0,136200,1276,101
"972","02675","2021",2,2,0,150300,1237.5,120.5
"973","02676","2021",26,26,0,109447.269230769,1135.76923076923,97.7307692307692
"974","02677","2021",3,3,0,131333.333333333,1198.33333333333,105.666666666667
"975","02679","2021",4,4,0,172750,1542.5,108.25
"976","02680","2021",35,35,0,97157.7714285714,1135.68571428571,84.6571428571429
"977","02681","2021",4,4,0,46975,669.75,70
"978","02682","2021",2,2,0,110500,1175.5,94
"979","02684","2021",37,35,2,71875.6756756757,800.135135135135,91.4864864864865
"980","02685","2021",1,1,0,253000,2300,110
"981","02686","2021",6,6,0,130200,1260.33333333333,108.833333333333
"982","02687","2021",9,9,0,303101.111111111,1922.55555555556,159.777777777778
"983","02688","2021",1,1,0,44000,518,85
"984","02689","2021",1,1,0,80000,602,133
"985","02691","2021",720,588,132,107689.320833333,1241.85416666667,87.5277777777778
"986","02693","2021",8,8,0,139562.5,940,147.125
"987","02694","2021",7,7,0,90741.4285714286,878.857142857143,100.428571428571
"988","02697","2021",3,3,0,151666.666666667,1482,102.333333333333
"989","02698","2021",1,1,0,129000,1040,124
"990","02699","2021",5,5,0,131831.4,1287,103.2
"991","02701","2021",17,16,1,153323.529411765,1642.64705882353,97.3529411764706
"992","02702","2021",6,6,0,152066.666666667,1521.5,102.166666666667
"993","02703","2021",10,10,0,88078,799.2,105.8
"994","02704","2021",3,3,0,114533.333333333,1243,98
"995","02705","2021",2,2,0,85000,940,94.5
"996","02706","2021",8,7,1,143562.5,1512,100.875
"997","02707","2021",4,4,0,116750,1699.25,69.75
"998","02708","2021",3,3,0,68666.6666666667,650.666666666667,111.666666666667
"999","02709","2021",6,6,0,105916.666666667,779.166666666667,133.5
"1000","02710","2021",5,5,0,146197.4,1743,84.6
"1001","02711","2021",6,6,0,139716.666666667,1487,97.6666666666667
"1002","02712","2021",1,1,0,130000,1083,120
"1003","02713","2021",3,3,0,111000,1492,98.3333333333333
"1004","02714","2021",5,5,0,153394,1662.4,96
"1005","02715","2021",2,2,0,120500,1978.5,56.5
"1006","02716","2021",9,9,0,145193.333333333,1238,123.111111111111
"1007","02717","2021",3,3,0,171000,1363.33333333333,126.333333333333
"1008","02718","2021",5,5,0,143270,2154.6,80.8
"1009","02719","2021",35,35,0,112299.142857143,1241.31428571429,95.3714285714286
"1010","02720","2021",26,26,0,91519.2307692308,1011.15384615385,91.4615384615385
"1011","02721","2021",8,8,0,93812.5,970.625,111.25
"1012","02722","2021",383,179,204,144449.315926893,1717.18537859008,82.7832898172324
"1013","02723","2021",1,1,0,98050,831,118
"1014","02726","2021",3,3,0,93333.3333333333,1127.66666666667,85.6666666666667
"1015","02728","2021",4,4,0,95832,1027.25,95.25
"1016","02729","2021",1,1,0,242000,1984,122
"1017","02730","2021",4,4,0,217250,1213.25,159.5
"1018","02731","2021",5,5,0,91000,1038.6,89.6
"1019","02734","2021",2,2,0,150500,2087,73.5
"1020","02736","2021",1,1,0,165000,1833,90
"1021","02737","2021",3,3,0,46291.6666666667,569.666666666667,83.3333333333333
"1022","02738","2021",191,188,3,95267.5130890052,1136.72251308901,86.3769633507853
"1023","02739","2021",5,5,0,150000,1433.4,109.2
"1024","02740","2021",3,3,0,147333.333333333,1577,89
"1025","02741","2021",6,6,0,65416.6666666667,762.833333333333,82.8333333333333
"1026","02742","2021",1,1,0,170000,509,334
"1027","02744","2021",2,2,0,168750,1845.5,91.5
"1028","02746","2021",6,6,0,131750,1026,130.833333333333
"1029","02748","2021",19,19,0,128394.736842105,1404.63157894737,91.1052631578947
"1030","02749","2021",1,1,0,190950,1646,116
"1031","02750","2021",11,11,0,113914.090909091,1243.27272727273,97.4545454545455
"1032","02751","2021",2,2,0,112775,1089.5,101
"1033","02752","2021",5,5,0,115610,1356.6,88
"1034","02753","2021",5,5,0,77600,1237.4,68.2
"1035","02754","2021",1,1,0,25000,417,60
"1036","02755","2021",3,3,0,116333.333333333,1324.33333333333,87.6666666666667
"1037","02756","2021",10,10,0,137380,1502,91
"1038","02757","2021",11,11,0,79490.9090909091,819.090909090909,100.363636363636
"1039","02758","2021",34,31,3,119192.852941176,1420.08823529412,86.7941176470588
"1040","02759","2021",4,4,0,67500,622.5,110.25
"1041","02760","2021",2,2,0,140500,1191,129.5
"1042","02761","2021",1,1,0,226000,2112,107
"1043","02762","2021",2,2,0,183650,1658.5,118
"1044","02764","2021",1,1,0,104000,1300,80
"1045","02765","2021",2,2,0,187000,1723.5,107.5
"1046","02766","2021",1,1,0,84000,1077,78
"1047","02767","2021",6,6,0,225886,1758.83333333333,133.666666666667
"1048","02768","2021",7,7,0,125462.857142857,1295.42857142857,97.7142857142857
"1049","02769","2021",9,9,0,103316.666666667,836,120.333333333333
"1050","02770","2021",8,8,0,168960,1760.5,97
"1051","02772","2021",3,3,0,93333.3333333333,905.666666666667,93
"1052","02774","2021",1,1,0,85000,802,106
"1053","02775","2021",11,11,0,130994.545454545,1410.27272727273,96
"1054","02776","2021",5,5,0,93074.6,1000.4,90
"1055","02777","2021",4,4,0,156000,1296.75,121.75
"1056","02778","2021",3,3,0,188000,1250.66666666667,139.333333333333
"1057","02779","2021",6,6,0,97400,1020.66666666667,94.6666666666667
"1058","02780","2021",11,11,0,155254.545454545,1911.90909090909,86.6363636363636
"1059","02781","2021",3,3,0,235153.333333333,1605.33333333333,153
"1060","02782","2021",7,7,0,99714.2857142857,924,102.285714285714
"1061","02783","2021",1,1,0,58000,414,140
"1062","02784","2021",1,1,0,63000,900,70
"1063","02785","2021",13,13,0,120253.846153846,1637.23076923077,72.5384615384615
"1064","02786","2021",2,2,0,73650,1429,59.5
"1065","02787","2021",4,4,0,123225,1306,102.75
"1066","02788","2021",7,7,0,141042.857142857,1261.42857142857,112.714285714286
"1067","02789","2021",17,17,0,69264.7058823529,745.352941176471,97.2352941176471
"1068","02790","2021",3,3,0,87833.3333333333,895.666666666667,97.6666666666667
"1069","02791","2021",4,4,0,96750,1236.25,78.5
"1070","02792","2021",2,2,0,160000,1466.5,102
"1071","02793","2021",1,1,0,190000,1267,150
"1072","02794","2021",2,2,0,397300,1965,185
"1073","02795","2021",23,15,8,135433.043478261,1380,95.6521739130435
"1074","02796","2021",4,4,0,117475,1338.25,82.5
"1075","02797","2021",1,1,0,297450,992,300
"1076","02798","2021",22,21,1,132577.272727273,1378.68181818182,98.7727272727273
"1077","02799","2021",12,12,0,111491.666666667,1086.08333333333,99.8333333333333
"1078","02800","2021",6,6,0,148701.666666667,1540.66666666667,96.5
"1079","02801","2021",4,4,0,89375,785.75,114
"1080","02802","2021",4,4,0,112675,994.5,119.75
"1081","02803","2021",1,1,0,207800,1823,114
"1082","02804","2021",2,2,0,164087.5,1934,85
"1083","02805","2021",28,20,8,149983.571428571,1661.07142857143,87.8214285714286
"1084","02806","2021",4,4,0,91500,1392.5,60.75
"1085","02807","2021",10,10,0,184822,1437.6,130.5
"1086","02808","2021",5,5,0,79700,767.2,101
"1087","02809","2021",2,2,0,210760,1198.5,172
"1088","02810","2021",141,88,53,152431.992907801,1819.41134751773,84.2482269503546
"1089","02812","2021",4,4,0,172672.5,1767.5,99.25
"1090","02813","2021",6,6,0,90950,831.666666666667,107
"1091","02814","2021",1,1,0,1e+05,725,138
"1092","02815","2021",2,2,0,177500,1353,125.5
"1093","02816","2021",10,10,0,136750,1296.1,112.9
"1094","02818","2021",19,18,1,156811.315789474,1725.63157894737,94.1052631578947
"1095","02819","2021",1,1,0,70000,507,138
"1096","02820","2021",17,17,0,124294.117647059,1191.11764705882,106.764705882353
"1097","02821","2021",7,7,0,132200,1249.42857142857,108.428571428571
"1098","02822","2021",7,7,0,200515.714285714,1898,125.285714285714
"1099","02823","2021",1,1,0,30000,349,86
"1100","02824","2021",3,3,0,245650,1445.33333333333,181
"1101","02826","2021",1,1,0,70000,680,103
"1102","02827","2021",8,8,0,75225,680.5,112.625
"1103","02829","2021",2,2,0,120000,1834.5,65.5
"1104","02830","2021",9,9,0,82291.1111111111,1119.11111111111,85.3333333333333
"1105","02831","2021",5,5,0,163958,1746.8,103.2
"1106","02832","2021",5,5,0,128100,1226.6,102.8
"1107","02833","2021",2,2,0,81250,900.5,84
"1108","02834","2021",4,4,0,170687.5,1484.5,116.25
"1109","03001","2021",41,41,0,132284.243902439,1529.75609756098,89.3170731707317
"1110","03002","2021",4,4,0,177500,1746,107.25
"1111","03003","2021",15,15,0,73780,924.066666666667,85.8666666666667
"1112","03004","2021",2,2,0,55140,581,89.5
"1113","03005","2021",4,4,0,93000,1112.75,85.5
"1114","03006","2021",15,15,0,81892,1020.2,81.8
"1115","03007","2021",8,8,0,102550,910.125,103.25
"1116","03008","2021",5,5,0,107145,1438.2,78.2
"1117","03009","2021",2,2,0,77500,864.5,93.5
"1118","03010","2021",5,5,0,98200,1036.6,104
"1119","03011","2021",4,4,0,166142.5,1529,102.75
"1120","03012","2021",2,2,0,142000,1265,93
"1121","03013","2021",51,51,0,182714.901960784,1816.01960784314,103.705882352941
"1122","03014","2021",4,4,0,157855,1746.5,76.5
"1123","03015","2021",1,1,0,105000,1500,70
"1124","03016","2021",2,2,0,241500,1541,157
"1125","03017","2021",3,3,0,55666.6666666667,783,67.6666666666667
"1126","03018","2021",9,9,0,97322.2222222222,1113.44444444444,94
"1127","03019","2021",18,18,0,92797.2222222222,997.222222222222,91.8888888888889
"1128","03020","2021",4,4,0,122375,911.75,136
"1129","03021","2021",3,3,0,124156.666666667,977,129
"1130","03022","2021",19,19,0,103344.052631579,1134.52631578947,103.263157894737
"1131","03023","2021",188,150,38,162127.654255319,1729.06382978723,94.2925531914894
"1132","03024","2021",7,7,0,84095.7142857143,1396.42857142857,74.4285714285714
"1133","03025","2021",25,24,1,108391.6,1190.16,91.2
"1134","03026","2021",11,11,0,140521.818181818,1431.81818181818,99.4545454545455
"1135","03027","2021",13,13,0,91092.3076923077,997.153846153846,92.3076923076923
"1136","03028","2021",8,8,0,103920.625,951.75,100.25
"1137","03029","2021",26,26,0,110338.769230769,1083.80769230769,100.076923076923
"1138","03030","2021",13,13,0,139565.384615385,1386.92307692308,98
"1139","03031","2021",4,3,1,115000,965.75,118.75
"1140","03032","2021",1,1,0,44000,449,98
"1141","03033","2021",2,2,0,158750,1069,138
"1142","03034","2021",9,9,0,101537.777777778,1087,91.7777777777778
"1143","03035","2021",2,2,0,89941.5,696.5,127.5
"1144","03036","2021",24,23,1,96429.7916666667,988.75,93.9583333333333
"1145","03037","2021",6,6,0,66950,896.666666666667,67.3333333333333
"1146","03038","2021",9,9,0,115544.444444444,1235.33333333333,92.5555555555556
"1147","03039","2021",6,6,0,126716.666666667,1302.66666666667,93.1666666666667
"1148","03040","2021",12,12,0,181291.666666667,1575.58333333333,113.833333333333
"1149","03041","2021",3,3,0,104600,808.333333333333,130.333333333333
"1150","03042","2021",8,8,0,93400,831,107.375
"1151","03043","2021",15,15,0,142773.333333333,1564.2,98.5333333333333
"1152","03044","2021",26,24,2,161567.692307692,1632.69230769231,101.692307692308
"1153","03045","2021",8,8,0,145137.5,1309.25,122.625
"1154","03046","2021",23,23,0,87762.3913043478,961.217391304348,90.5217391304348
"1155","03047","2021",10,10,0,138383.5,1237.3,107
"1156","03048","2021",24,23,1,87295.8333333333,968.25,92.75
"1157","03049","2021",8,8,0,112621.875,1254.375,94.25
"1158","03050","2021",2,2,0,44200,729.5,71
"1159","03051","2021",5,5,0,97400,2344.8,57.2
"1160","03052","2021",20,20,0,106010,1071.5,94.45
"1161","03053","2021",25,25,0,91450.68,1046.36,91.6
"1162","03054","2021",4,4,0,166961.25,1779.25,77.5
"1163","03055","2021",16,16,0,133156.25,1092.5625,124.5
"1164","03056","2021",8,8,0,110121.25,1094.75,98.625
"1165","03057","2021",4,3,1,135500,1366.5,89.5
"1166","03058","2021",2,2,0,30175,708,42.5
"1167","03059","2021",6,6,0,160866.666666667,1681.33333333333,109.833333333333
"1168","03060","2021",18,18,0,178485.555555556,1708.55555555556,105.666666666667
"1169","03061","2021",3,3,0,175123.333333333,2143.33333333333,71.6666666666667
"1170","03062","2021",6,6,0,154132.666666667,1915.16666666667,102.666666666667
"1171","03063","2021",8,8,0,115173.125,1004,112.875
"1172","03064","2021",3,3,0,51166.6666666667,614.333333333333,79.3333333333333
"1173","03065","2021",3,2,1,105583.333333333,2093.33333333333,72.6666666666667
"1174","03066","2021",5,5,0,95200,979,102.8
"1175","03067","2021",1,1,0,75000,1875,40
"1176","03068","2021",4,4,0,110457.5,1102,102
"1177","03069","2021",2,2,0,89750,806,118
"1178","03070","2021",2,2,0,99000,1630.5,72.5
"1179","03071","2021",5,5,0,100962,921.4,119.8
"1180","03072","2021",6,6,0,66583.3333333333,693.5,97.5
"1181","03073","2021",3,3,0,86466.6666666667,986.333333333333,115
"1182","03074","2021",8,8,0,109750.125,949.75,102.875
"1183","03075","2021",8,8,0,43000,554.375,74
"1184","03076","2021",2,2,0,205000,1875.5,93.5
"1185","03077","2021",6,6,0,67126.6666666667,699.5,96.8333333333333
"1186","03078","2021",1,1,0,139400,1394,100
"1187","03079","2021",6,6,0,165191.666666667,1299,113.333333333333
"1188","03080","2021",15,15,0,153500.666666667,1422.4,111.733333333333
"1189","03081","2021",9,9,0,106163.333333333,1039.88888888889,124.666666666667
"1190","03082","2021",76,69,7,84214.6052631579,935.828947368421,91.9868421052632
"1191","03083","2021",5,5,0,144100,1501,115.2
"1192","03084","2021",35,34,1,89479.4285714286,960.342857142857,95.7714285714286
"1193","03085","2021",6,6,0,245766.666666667,1994,119
"1194","03087","2021",11,11,0,96693.7272727273,1030.18181818182,98
"1195","03088","2021",4,4,0,56200,847,62.5
"1196","03089","2021",6,6,0,47500,734.333333333333,80.6666666666667
"1197","03090","2021",5,5,0,121540,1334,90.2
"1198","03091","2021",7,7,0,91551.8571428571,959.285714285714,98.7142857142857
"1199","03092","2021",8,7,1,93137.5,783.25,124.375
"1200","03093","2021",17,17,0,190491.176470588,1585.41176470588,118.411764705882
"1201","03094","2021",53,47,6,173896.679245283,1548.90566037736,111.22641509434
"1202","03095","2021",252,150,102,111648.51984127,1303.02380952381,83.0515873015873
"1203","03096","2021",2,2,0,49500,695.5,71.5
"1204","03097","2021",8,8,0,64081.25,814.75,93.125
"1205","03098","2021",61,56,5,93677.8196721312,1127.52459016393,83.9344262295082
"1206","03099","2021",10,10,0,154961,1070.5,107.9
"1207","03100","2021",24,23,1,128510.625,1157.25,107.416666666667
"1208","03101","2021",121,117,4,119765.280991736,1242.8347107438,96.8099173553719
"1209","03102","2021",48,48,0,92099.375,997.104166666667,93.8541666666667
"1210","03103","2021",15,13,2,69064.6666666667,725.733333333333,95.6
"1211","03104","2021",17,17,0,88585.2941176471,842.647058823529,108.235294117647
"1212","03105","2021",6,6,0,83216.6666666667,831.166666666667,90.6666666666667
"1213","03106","2021",18,17,1,116577.222222222,1132.66666666667,105.666666666667
"1214","03107","2021",15,14,1,96566.6666666667,1293.13333333333,79.9333333333333
"1215","03108","2021",9,9,0,60963.3333333333,856.111111111111,77.3333333333333
"1216","03109","2021",12,12,0,149898.333333333,1288.75,126.5
"1217","03110","2021",16,16,0,162026.875,1547.5,103.3125
"1218","03111","2021",16,15,1,102891.625,1143.625,86.25
"1219","03112","2021",20,20,0,103846,1008.65,106.85
"1220","03113","2021",8,8,0,68268.75,676.375,107.625
"1221","03114","2021",1,1,0,90000,849,106
"1222","03115","2021",2,2,0,159900,979,164
"1223","03117","2021",9,9,0,109668.888888889,986.111111111111,122.555555555556
"1224","03118","2021",86,82,4,113083,1248.60465116279,94.8837209302326
"1225","03119","2021",6,6,0,95051.6666666667,955.833333333333,105.833333333333
"1226","03120","2021",11,11,0,94363.6363636364,826.363636363636,108.727272727273
"1227","03121","2021",7,7,0,152485.714285714,1440,109
"1228","03122","2021",2,2,0,135200,1385,90
"1229","03124","2021",7,7,0,138561.428571429,1192.85714285714,125.714285714286
"1230","03125","2021",6,6,0,71808.3333333333,721.333333333333,97.6666666666667
"1231","03126","2021",16,16,0,138737.375,1421.75,97.875
"1232","03127","2021",21,21,0,95028.5714285714,948.095238095238,103.857142857143
"1233","03128","2021",29,27,2,96406.3103448276,1001.48275862069,92.0344827586207
"1234","03129","2021",6,6,0,61638.1666666667,635.333333333333,106.166666666667
"1235","03130","2021",5,5,0,80800,1061.6,77.2
"1236","03131","2021",8,7,1,85515.625,1036,79.625
"1237","03132","2021",16,16,0,76925,778,96.3125
"1238","03133","2021",8,8,0,106387.5,1267.5,91
"1239","03134","2021",5,5,0,75300,946,90.8
"1240","03135","2021",8,8,0,114431.25,1159.125,91.375
"1241","03136","2021",3,3,0,119333.333333333,1301.33333333333,94.3333333333333
"1242","03137","2021",5,5,0,96480,951.6,99.2
"1243","03138","2021",44,39,5,94060.3863636364,997.636363636364,95.6136363636364
"1244","03139","2021",9,9,0,58277.7777777778,811.777777777778,71.6666666666667
"1245","03140","2021",13,13,0,111630.384615385,1146.53846153846,101.076923076923
"1246","03141","2021",4,4,0,79462.5,1226.75,77
"1247","03142","2021",5,5,0,102300,1125.4,86.2
"1248","03145","2021",7,7,0,95057.1428571429,1021,83.8571428571429
"1249","03146","2021",4,4,0,129775,1371.75,107.25
"1250","03147","2021",5,5,0,74140,1051.4,86.4
"1251","03148","2021",5,5,0,134760,1072.6,130.6
"1252","03149","2021",3,3,0,255166.666666667,4901.66666666667,85
"1253","03150","2021",5,5,0,69440,721.2,90.4
"1254","03151","2021",4,4,0,103270,886,124.5
"1255","03152","2021",8,8,0,63612.5,679.375,85.25
"1256","03154","2021",4,4,0,54651.25,654,81.75
"1257","03155","2021",32,32,0,88514.21875,953.28125,93.1875
"1258","03156","2021",27,27,0,129706.666666667,1303.40740740741,99.6666666666667
"1259","03157","2021",14,14,0,138468.857142857,1345.78571428571,100.571428571429
"1260","03158","2021",11,11,0,117718.181818182,1036.63636363636,118.090909090909
"1261","03159","2021",4,4,0,51862.5,665.5,78.5
"1262","03160","2021",6,6,0,240844.5,1354.33333333333,174.5
"1263","03161","2021",15,14,1,117651.666666667,978.533333333333,121.066666666667
"1264","03162","2021",5,5,0,180950.8,1178,153.2
"1265","03163","2021",8,8,0,149433.75,1410.75,110.875
"1266","03164","2021",7,7,0,155444.857142857,1307.28571428571,119.285714285714
"1267","03165","2021",23,22,1,102446.956521739,1093.34782608696,95.6521739130435
"1268","03166","2021",4,4,0,197765.5,1746.75,116.5
"1269","03167","2021",4,4,0,82325,1125.25,89.5
"1270","03168","2021",17,17,0,115452.941176471,962.941176470588,121.647058823529
"1271","03169","2021",4,4,0,121500,1170.75,98.25
"1272","03170","2021",1,1,0,76950,574,134
"1273","03171","2021",3,3,0,90750,1066,67.3333333333333
"1274","03172","2021",1,1,0,45000,441,102
"1275","03173","2021",12,12,0,94883.3333333333,1071,87.9166666666667
"1276","03174","2021",14,14,0,122982.142857143,1297.92857142857,95.2142857142857
"1277","03175","2021",10,10,0,105524,957.7,106.9
"1278","03176","2021",7,7,0,133440,1256,105.571428571429
"1279","03177","2021",3,3,0,92333.3333333333,882.333333333333,104.666666666667
"1280","03178","2021",13,13,0,81056.6923076923,824.846153846154,97.6153846153846
"1281","03179","2021",3,3,0,165126.666666667,1183.66666666667,138.666666666667
"1282","03180","2021",6,6,0,116333.333333333,1245.66666666667,99.5
"1283","03181","2021",15,15,0,70356,831.466666666667,83.4666666666667
"1284","03182","2021",2,2,0,164650,1572,115.5
"1285","03183","2021",5,5,0,64140,716.6,100.6
"1286","03184","2021",4,4,0,145925,1365.25,112.75
"1287","03185","2021",616,312,304,73435.6363636364,975.51461038961,74.9577922077922
"1288","03186","2021",21,19,2,75247.6190476191,761,99.1428571428571
"1289","03187","2021",5,5,0,125610,1107.4,111.6
"1290","03188","2021",3,3,0,95186.6666666667,991.666666666667,100
"1291","03189","2021",9,9,0,88233.3333333333,944.333333333333,101.777777777778
"1292","03190","2021",296,118,178,118091.236486486,1433.42567567568,82.9054054054054
"1293","03191","2021",3,3,0,103990,854.666666666667,124
"1294","03192","2021",4,4,0,105891.25,963.75,109.5
"1295","03193","2021",4,4,0,93125,1090.25,89.75
"1296","03194","2021",5,5,0,106270,1001.8,102.6
"1297","03195","2021",51,40,11,112103.31372549,1076.11764705882,104.823529411765
"1298","03196","2021",7,7,0,83352.1428571429,837.571428571429,101.142857142857
"1299","03197","2021",16,16,0,114461.25,1220.4375,90.9375
"1300","03200","2021",14,14,0,159675,1454.07142857143,108.857142857143
"1301","03201","2021",2,2,0,90260,713.5,130
"1302","03202","2021",9,9,0,63711.4444444444,759.777777777778,81.8888888888889
"1303","03203","2021",9,9,0,81461.1111111111,794.222222222222,93.8888888888889
"1304","03204","2021",8,8,0,135368.75,1335,100.5
"1305","03205","2021",4,4,0,100267.5,1085.5,90.75
"1306","03206","2021",2,2,0,46000,519,90
"1307","03207","2021",8,8,0,107806,1068,100.5
"1308","03208","2021",6,6,0,78786.6666666667,896.333333333333,90.8333333333333
"1309","03209","2021",1,1,0,317000,5283,60
"1310","03210","2021",4,4,0,61500,546.25,109.25
"1311","03211","2021",24,24,0,127882.333333333,1372,92.3333333333333
"1312","03212","2021",12,12,0,99585,1116.25,83.4166666666667
"1313","03213","2021",1,1,0,26000,361,72
"1314","03214","2021",3,3,0,173333.333333333,1288.66666666667,148
"1315","03215","2021",7,7,0,109282.857142857,848.142857142857,126.571428571429
"1316","03216","2021",4,4,0,77500,614.75,127.75
"1317","03217","2021",11,11,0,157531.363636364,1233.18181818182,131.454545454545
"1318","03218","2021",4,4,0,137200,1260.75,104.25
"1319","03219","2021",3,3,0,83233.3333333333,1097.33333333333,78
"1320","03220","2021",11,11,0,116993.454545455,1189.18181818182,96.4545454545455
"1321","03221","2021",16,15,1,85509.375,1013.75,84.4375
"1322","03222","2021",2,2,0,76000,950,90
"1323","03223","2021",8,8,0,97937.5,918.5,103.25
"1324","03224","2021",7,7,0,81087.1428571429,908.857142857143,86.2857142857143
"1325","03225","2021",6,6,0,97266.6666666667,887.166666666667,118.333333333333
"1326","03226","2021",5,5,0,114626,864,125.8
"1327","03227","2021",4,4,0,108637.5,1279.5,81.25
"1328","03228","2021",1,1,0,70000,1029,68
"1329","03229","2021",8,8,0,96103.75,1135.875,92.375
"1330","03230","2021",5,5,0,207020,1324.4,169
"1331","03231","2021",7,7,0,68678.5714285714,781,88.5714285714286
"1332","03232","2021",2,2,0,140080,1284.5,121.5
"1333","03233","2021",7,7,0,121471.428571429,1005.28571428571,115.142857142857
"1334","03234","2021",7,7,0,79892.8571428571,944.428571428571,84.5714285714286
"1335","03235","2021",13,13,0,88881.9230769231,760.307692307692,114.384615384615
"1336","03236","2021",57,49,8,108039.263157895,1277.40350877193,86.5087719298246
"1337","03237","2021",12,12,0,160019.166666667,1366.83333333333,110.166666666667
"1338","03238","2021",5,5,0,76800,610.2,111.8
"1339","03239","2021",3,3,0,117013.333333333,1316.33333333333,105
"1340","03240","2021",10,10,0,70959.6,855.6,81
"1341","03241","2021",5,5,0,189782.6,1701.2,98.2
"1342","03242","2021",3,3,0,125000,1065,110.666666666667
"1343","03243","2021",1,1,0,80000,777,103
"1344","03244","2021",8,8,0,38500,587.75,66.75
"1345","03245","2021",2,2,0,64000,552.5,132
"1346","03246","2021",5,5,0,56800,739.4,83.2
"1347","03247","2021",17,17,0,100394.117647059,1083.17647058824,96.6470588235294
"1348","03248","2021",8,8,0,69875,1209.375,62
"1349","03249","2021",5,5,0,75200,1019.6,86.6
"1350","03250","2021",6,6,0,98623.3333333333,1112.83333333333,86.3333333333333
"1351","03251","2021",10,10,0,78045,791.1,106
"1352","03252","2021",10,10,0,157650,1158.9,128.5
"1353","03253","2021",3,3,0,45000,724,71
"1354","03254","2021",71,57,14,108066.549295775,1236.71830985915,88.5070422535211
"1355","03255","2021",2,2,0,44000,705.5,65.5
"1356","03256","2021",7,7,0,103485.714285714,997.857142857143,108.428571428571
"1357","03257","2021",11,10,1,102240.090909091,1087.09090909091,91.0909090909091
"1358","03258","2021",24,24,0,181737.916666667,1633.41666666667,109.041666666667
"1359","03259","2021",5,5,0,76800,863.4,87
"1360","03260","2021",5,5,0,109870,932.4,109.8
"1361","03261","2021",2,2,0,134170,1243,97.5
"1362","03262","2021",24,23,1,125210.166666667,1342.75,92
"1363","03263","2021",2,2,0,27500,457.5,64
"1364","03264","2021",35,35,0,116843.714285714,1355.17142857143,86.4571428571429
"1365","03265","2021",8,8,0,91443.875,935,98.125
"1366","03266","2021",9,9,0,125490,1131.55555555556,101.111111111111
"1367","03267","2021",8,8,0,154183.75,1582.75,101.5
"1368","03268","2021",6,6,0,103175,1202,84
"1369","03269","2021",1,1,0,60000,923,65
"1370","03270","2021",2,2,0,81500,854,95.5
"1371","03271","2021",14,14,0,265149.785714286,1779.14285714286,149.071428571429
"1372","03272","2021",6,6,0,118763.333333333,1283.33333333333,83.8333333333333
"1373","03273","2021",5,5,0,176824,1790.4,96.8
"1374","03274","2021",4,4,0,78162.5,791.75,96.5
"1375","03275","2021",22,21,1,118909.227272727,1322.72727272727,93.0909090909091
"1376","03276","2021",4,4,0,98100,968.25,98
"1377","03277","2021",5,5,0,102400,1132.8,94
"1378","03278","2021",1,1,0,98000,1463,67
"1379","03279","2021",7,7,0,98571.4285714286,971.857142857143,99.7142857142857
"1380","03280","2021",6,6,0,66083.3333333333,869.166666666667,77.6666666666667
"1381","03281","2021",9,9,0,88338.8888888889,1061,83.2222222222222
"1382","03282","2021",10,10,0,123370,1124.4,87.8
"1383","03283","2021",18,18,0,103108.333333333,1181.16666666667,81.3888888888889
"1384","03284","2021",6,6,0,70325,693.333333333333,113.166666666667
"1385","03285","2021",4,4,0,70250,1088,68
"1386","03286","2021",11,11,0,213965,1701.90909090909,132.272727272727
"1387","03287","2021",16,16,0,103164.875,1186.8125,94.9375
"1388","03288","2021",8,8,0,69875,796.25,96.125
"1389","03289","2021",5,5,0,92160,1151.4,83.6
"1390","03290","2021",12,12,0,155400,1605.83333333333,96.9166666666667
"1391","03291","2021",7,7,0,112800,913.428571428571,126
